CBSA,CITY,STATE,CITYSTATE,NETMIG2020,NETMIG2021,TOTALNETMIG,2020rank,2020census,2010census,Change,2020 land area,2020 population density,Location,Unemployment Rate (August 2021),Change in Unemployment (August 2021 vs August 2019),Change in Unemployment (August 2021 vs January 2020),Change in Unemployment (August 2021 vs August 2020),Adjusted Unemployment Rate* (August 2021),Effective Real-Estate Tax Rate,Annual Taxes on $217.5K Home*,State Median Home Value,Annual Taxes on Home Priced at State Median Value,ZHVI,ZORI,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag
35300,New Haven,CT,"New Haven, CT",-892,1569,677,213,"134,023","129,779",+3.27%,18.7 sq mi,"7,167/sq mi",41°19′N 72°55′W﻿ / ﻿41.31°N 72.92°W﻿ / 41.31; -72.92﻿ (New Haven),8.00%,64.58%,64.79%,-20.44%,8.46%,2.14%,"$4,658","$275,400","$5,898",314051,1712,63,94,45,23,62.541806,47.491638795986624,77.59197324414716,46,-0.31343283582089554,-21,-0.04166666666666663,-2,-1,0.08822638842484487,0.4421635197208416,1.3351,344450,0.04410427402243111,0.18816833390824428,0.8777,0
10180,Abilene,TX,"Abilene, TX",167,509,676,228,"125,182","117,063",+6.94%,106.7 sq mi,"1,173/sq mi",32°27′N 99°44′W﻿ / ﻿32.45°N 99.73°W﻿ / 32.45; -99.73﻿ (Abilene),NA,NA,NA,NA,NA,1.80%,"$3,907","$172,500","$3,099",173240,NA,252,195,-36,-5,40.133779,51.17056856187291,29.09698996655518,44.5,-0.12745098039215683,-6.5,-0.2992125984251969,-19,-2.5,0.13768829983781794,-0.1522614740998588,0.7748,262450,0.02921568627450987,0.23826374144845475,0.6687,0
15940,Canton,OH,"Canton, OH",-162,829,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56%,"$3,390","$145,700","$2,271",177187,NA,120,112,-34,-58,58.361204,49.163879598662206,67.55852842809364,45,-0.08163265306122447,-4,0.04651162790697683,2,-2,0.21874219141228712,0.01850923095332501,1.2128,172900,0,-0.07737459978655281,0.4406,0
31540,Madison,WI,"Madison, WI",279,385,664,80,"269,840","233,209",+15.71%,79.6 sq mi,"3,390/sq mi",43°05′N 89°25′W﻿ / ﻿43.08°N 89.42°W﻿ / 43.08; -89.42﻿ (Madison),3.10%,25.96%,43.97%,-36.32%,3.28%,1.85%,"$4,027","$180,600","$3,344",359116,1347,78,47,71,9,73.745819,61.87290969899666,85.61872909698997,40,-0.3846153846153846,-25,-0.21568627450980393,-11,-7,0.09095336883058192,0.01603454594072606,1.4796,399950,0.01278804760698904,0.03896609949344065,1.0191,0
16540,Chambersburg,PA,"Chambersburg, PA",-4,646,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",232953,NA,271,203,-6,-109,38.12709,14.715719063545151,61.53846153846154,68.5,0.03787878787878784,2.5,0.1610169491525424,9.5,21.5,0.20527732507206584,-0.22882484659688884,1.1207,269900,-0.03572704537334759,0.05884660651235784,0.6877,0
34620,Muncie,IN,"Muncie, IN",-53,689,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",130206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30700,Lincoln,NE,"Lincoln, NE",53,556,609,73,"291,082","258,379",+12.66%,97.7 sq mi,"2,979/sq mi",40°49′N 96°41′W﻿ / ﻿40.81°N 96.68°W﻿ / 40.81; -96.68﻿ (Lincoln),1.70%,-38.74%,-39.36%,-56.84%,1.80%,1.73%,"$3,754","$155,800","$2,689",261516,NA,155,239,9,-10,29.598662,54.515050167224075,4.682274247491638,43.5,-0.23684210526315785,-13.5,-0.2232142857142857,-12.5,-3.5,0.18418337224086745,-0.13518477994751077,0.4151,394272.5,0.03678162430808474,0.11866222159171524,1.0046,0
38340,Pittsfield,MA,"Pittsfield, MA",-81,684,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23%,"$2,667","$381,600","$4,679",326592,NA,294,233,-11,27,31.438127,0.6688963210702341,62.207357859531776,101,-0.02884615384615385,-3,-0.1330472103004292,-15.5,54,0.07339433646500981,0.24735059437150597,1.1278,463398.5,0.03000333407423872,-0.13383457943925237,1.1808,1
27860,Jonesboro,AR,"Jonesboro, AR",205,391,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62%,"$1,358","$127,800",$798,171170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30140,Lebanon,PA,"Lebanon, PA",53,538,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",244707,NA,299,139,48,-28,51.003344,17.725752508361204,84.2809364548495,66,-0.17500000000000004,-14,-0.09589041095890416,-7,19,0.19241327345838388,-0.25409188205107147,1.4482,309900,0.01944142899437473,0.08584442887175903,0.7897,0
49340,Worcester,MA,"Worcester, MA",-727,1318,591,113,"206,518","181,045",+14.07%,37.4 sq mi,"5,522/sq mi",42°16′N 71°48′W﻿ / ﻿42.26°N 71.80°W﻿ / 42.26; -71.80﻿ (Worcester),6.80%,79.59%,80.57%,-38.96%,7.19%,1.23%,"$2,667","$381,600","$4,679",398002,1671,58,20,17,35,83.110368,72.90969899665552,93.31103678929766,35.5,-0.33018867924528306,-17.5,-0.3716814159292035,-21,-11.5,0.14804803446385417,-0.03369741790226488,1.7131,424000,0.06265664160400997,0.07341772151898729,1.0804,0
25620,Hattiesburg,MS,"Hattiesburg, MS",5,583,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81%,"$1,751","$119,000",$958,172531,NA,280,236,-21,-72,30.936455,16.05351170568562,45.81939799331104,68,0,0,0.18260869565217397,10.5,21,0.11677199432616137,0.05755183029860289,0.9683,253950,0.10461070030448028,0.06153074447184714,0.6471,0
46660,Valdosta,GA,"Valdosta, GA",5,573,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92%,"$2,006","$176,000","$1,623",165696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47260,Virginia Beach,VA,"Virginia Beach, VA",-309,887,578,43,"459,470","437,994",+4.90%,244.7 sq mi,"1,878/sq mi",36°47′N 76°01′W﻿ / ﻿36.78°N 76.02°W﻿ / 36.78; -76.02﻿ (Virginia Beach),3.60%,29.77%,31.77%,-48.24%,3.81%,0.82%,"$1,779","$273,100","$2,234",308186,1538,37,150,6,13,49.16388,91.9732441471572,6.354515050167224,26,-0.36585365853658536,-15,-0.2571428571428571,-9,-21,0.12288984310847371,0.17066948955884698,0.4557,325000,0.01594248202563308,0.05605199025182772,0.8281,0
34060,Morgantown,WV,"Morgantown, WV",-14,579,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58%,"$1,269","$119,600",$698,198104,NA,287,223,-6,41,33.946488,2.341137123745819,65.55183946488295,92,0.05747126436781613,5,-0.07999999999999996,-8,45,0.0947548396763742,0.391649756428851,1.1775,285000,0.01822079314040725,0.03825136612021862,0.7262,0
27620,Jefferson City,MO,"Jefferson City, MO",-29,578,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97%,"$2,111","$157,200","$1,526",206806,NA,281,81,5,-17,65.886288,52.508361204013376,79.26421404682274,44,-0.2542372881355932,-15,-0.2142857142857143,-12,-3,-0.0371148322949556,-0.16896360082751172,1.3472,203700,0.119846069268829,0.16399999999999992,0.519,0
13900,Bismarck,ND,"Bismarck, ND",7,539,546,NA,NA,NA,NA,NA,NA,NA,2.60%,22.71%,-5.53%,-41.97%,2.75%,0.98%,"$2,138","$193,900","$1,906",308320,NA,296,285,-2,5,14.715719,21.73913043478261,7.6923076923076925,62.5,-0.06716417910447758,-4.5,-0.2088607594936709,-16.5,15.5,0.09014707163191726,0.04228108762327221,0.4812,338900,0.1300433477825942,0.09357857373346246,0.8635,0
14020,Bloomington,IN,"Bloomington, IN",-186,708,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",268033,NA,244,242,-12,-17,29.09699,19.063545150501675,39.130434782608695,65.5,-0.00757575757575756,-0.5,-0.2383720930232558,-20.5,18.5,0.15047924228675136,-0.08102932251669603,0.8806,364900,0.02788732394366189,-0.01378378378378375,0.9298,0
40660,Rome,GA,"Rome, GA",83,432,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92%,"$2,006","$176,000","$1,623",183219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14100,Bloomsburg,PA,"Bloomsburg, PA",-8,502,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",205641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16020,Cape Girardeau,MO,"Cape Girardeau, MO",30,443,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97%,"$2,111","$157,200","$1,526",197006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45460,Terre Haute,IN,"Terre Haute, IN",-140,603,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",119023,NA,247,240,-19,16,29.431438,11.705685618729095,47.15719063545151,71.5,0.03623188405797095,2.5,-0.192090395480226,-17,24.5,0.16622492418823676,0.18059425147762753,0.9897,104900,-0.04549590536851689,0.0758974358974358,0.2673,0
30020,Lawton,OK,"Lawton, OK",-132,578,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90%,"$1,952","$136,800","$1,228",116727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47300,Visalia,CA,"Visalia, CA",-76,510,434,192,"141,384","124,442",+13.61%,37.9 sq mi,"3,730/sq mi",36°19′N 119°19′W﻿ / ﻿36.32°N 119.32°W﻿ / 36.32; -119.32﻿ (Visalia),NA,NA,NA,NA,NA,0.76%,"$1,644","$505,000","$3,818",320140,NA,146,69,-34,-28,68.729097,72.90969899665552,64.54849498327759,35.5,-0.19318181818181823,-8.5,-0.2680412371134021,-13,-11.5,0.02306105068796427,-0.22204475003223745,1.1631,428375,0.11266233766233769,0.28167728809502446,1.0915,0
22540,Fond du Lac,WI,"Fond du Lac, WI",-8,424,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",186127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11540,Appleton,WI,"Appleton, WI",10,405,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",244934,NA,194,36,-23,53,76.588629,72.90969899665552,80.2675585284281,35.5,-0.15476190476190477,-6.5,-0.4365079365079365,-27.5,-11.5,0.09459119564960616,-0.18991488940530687,1.3673,377450,0.07842857142857151,0.25837639606601104,0.9618,0
20260,Duluth,MN,"Duluth, MN",-21,422,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12%,"$2,429","$223,900","$2,500",212686,NA,163,165,0,29,47.324415,2.0066889632107023,92.64214046822742,92.5,0.08823529411764697,7.5,-0.20940170940170943,-24.5,45.5,0.1587460124563269,0.1627178963076832,1.6828,226950,0.14045226130653266,0.0086666666666666,0.5783,0
31140,Louisville/Jefferson County,KY,"Louisville/Jefferson County, KY",126,260,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86%,"$1,866","$141,000","$1,210",NA,NA,42,157,-26,-66,48.327759,61.87290969899666,34.78260869565217,40,-0.18367346938775508,-9,-0.04761904761904767,-2,-7,0.14288203365067997,-0.1109330145057994,0.8359,279900,0.0806949806949806,0.07695267410542517,0.7132,0
33140,Michigan City,IN,"Michigan City, IN",-93,479,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",201672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23460,Gadsden,AL,"Gadsden, AL",82,303,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41%,$895,"$142,700",$587,126739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29020,Kokomo,IN,"Kokomo, IN",14,355,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",151745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35100,New Bern,NC,"New Bern, NC",-146,505,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84%,"$1,833","$172,500","$1,454",208224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49700,Yuba City,CA,"Yuba City, CA",17,330,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76%,"$1,644","$505,000","$3,818",426776,NA,291,23,-4,-20,82.441472,75.91973244147158,88.96321070234113,34.5,-0.28125,-13.5,0.46808510638297873,11,-12.5,0.09098538511083598,-0.33453581165005386,1.5688,467450,0.04809417040358754,0.04989264120601211,1.1911,1
29200,Lafayette,IN,"Lafayette, IN",-170,501,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",226341,NA,210,88,-8,-62,63.545151,33.44481605351171,93.64548494983278,53,-0.08620689655172409,-5,0.12765957446808507,6,6,0.2331835436797476,-0.20220009276437845,1.7188,272000,0.20942641173855048,0.00759399888868306,0.6931,0
15680,California,MD,"California, MD",112,218,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09%,"$2,370","$314,800","$3,430",371825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24020,Glens Falls,NY,"Glens Falls, NY",-109,419,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,"$3,749","$313,700","$5,407",244900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19060,Cumberland,MD,"Cumberland, MD",-66,374,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09%,"$2,370","$314,800","$3,430",121167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44220,Springfield,OH,"Springfield, OH",-80,376,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56%,"$3,390","$145,700","$2,271",155791,NA,297,179,-9,-169,44.481605,4.3478260869565215,84.61538461538461,83.5,0.1283783783783783,9.5,1.1139240506329116,44,36.5,0.21471159159487896,-0.3985518366916161,1.4506,166000,0.06478511866581149,0.1070356785595199,0.423,1
29940,Lawrence,KS,"Lawrence, KS",-81,363,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41%,"$3,060","$151,900","$2,137",277474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30340,Lewiston,ME,"Lewiston, ME",-2,270,268,NA,NA,NA,NA,NA,NA,NA,6.70%,137.76%,126.48%,24.57%,7.09%,1.36%,"$2,953","$190,400","$2,585",273649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47460,Walla Walla,WA,"Walla Walla, WA",42,222,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98%,"$2,134","$339,000","$3,326",391429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40580,Rocky Mount,NC,"Rocky Mount, NC",59,202,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84%,"$1,833","$172,500","$1,454",159540,NA,274,171,-123,-106,45.986622,22.74247491638796,69.23076923076923,60.5,0.2346938775510203,11.5,0.16346153846153855,8.5,13.5,0.04931500193130467,-0.15053509667791876,1.2311,239900,0.01441921434310122,0.222420382165605,0.6113,0
13820,Birmingham,AL,"Birmingham, AL",-58,280,222,118,"200,733","212,237",−5.42%,147.0 sq mi,"1,366/sq mi",33°31′N 86°47′W﻿ / ﻿33.52°N 86.79°W﻿ / 33.52; -86.79﻿ (Birmingham),5.10%,38.67%,42.02%,-58.79%,5.40%,0.41%,$895,"$142,700",$587,227149,1279,49,182,26,32,42.976589,66.5551839464883,19.39799331103679,38,-0.33333333333333337,-19,-0.327433628318584,-18.5,-9,0.03833270885361872,-0.00461681512104361,0.6688,258450,-0.02471698113207543,-0.01071770334928234,0.6586,0
22500,Florence,SC,"Florence, SC",-99,308,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57%,"$1,238","$162,300",$924,154101,NA,212,266,-32,-62,21.906355,25.75250836120401,18.06020066889632,58.5,-0.04098360655737709,-2.5,0.1470588235294117,7.5,11.5,0.08953264620260559,0.10397848769314956,0.6493,239000,0.03017241379310342,0.17185584702132872,0.609,0
24500,Great Falls,MT,"Great Falls, MT",-67,233,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84%,"$1,818","$230,600","$1,928",273533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30460,Lexington,KY,"Lexington, KY",121,43,164,57,"322,570","295,803",+9.05%,283.6 sq mi,"1,137/sq mi",38°02′N 84°27′W﻿ / ﻿38.04°N 84.45°W﻿ / 38.04; -84.45﻿ (Lexington),NA,NA,NA,NA,NA,0.86%,"$1,866","$141,000","$1,210",252081,NA,102,252,-3,14,25.752508,22.74247491638796,28.762541806020064,60.5,-0.13571428571428568,-9.5,-0.24375,-19.5,13.5,0.0271403803735728,0.08766490391765891,0.7733,350900,0.04950216689746334,0.0554970672281545,0.8941,0
32580,McAllen,TX,"McAllen, TX",-405,569,164,190,"142,210","129,877",+9.50%,62.3 sq mi,"2,283/sq mi",26°14′N 98°14′W﻿ / ﻿26.23°N 98.24°W﻿ / 26.23; -98.24﻿ (McAllen),NA,NA,NA,NA,NA,1.80%,"$3,907","$172,500","$3,099",156537,1014,90,284,-16,-3,14.715719,25.75250836120401,3.678929765886288,58.5,-0.05645161290322575,-3.5,-0.17021276595744683,-12,11.5,-0.01743136718252236,-0.01080744480030992,0.3918,259749.5,-9.596190754579404e-4,0.1493340707964601,0.6619,0
18020,Columbus,IN,"Columbus, IN",-69,230,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85%,"$1,853","$141,700","$1,207",221633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27100,Jackson,MI,"Jackson, MI",-121,269,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",195352,NA,264,298,-13,-146,7.190635,1.3377926421404682,13.043478260869565,95.5,0.06111111111111111,5.5,0.891089108910891,45,48.5,-0.15113007228031905,-0.3002582652316921,0.5884,167400,0.04690431519699811,0.11674449633088724,0.4266,1
16940,Cheyenne,WY,"Cheyenne, WY",120,26,146,NA,NA,NA,NA,NA,NA,NA,3.50%,-0.53%,-22.14%,-32.80%,3.70%,0.61%,"$1,319","$220,500","$1,337",351570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40980,Saginaw,MI,"Saginaw, MI",-136,258,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",138046,NA,219,245,-26,-197,28.762542,14.715719063545151,42.80936454849498,68.5,0.0703125,4.5,0.45744680851063824,21.5,21.5,0.23333576944872725,-0.3020594546727371,0.9414,112200,0.07884615384615379,-0.11234177215189878,0.2859,1
29540,Lancaster,PA,"Lancaster, PA",-305,408,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",305508,NA,103,53,31,65,71.906355,56.187290969899664,87.62541806020067,43,-0.29508196721311475,-18,-0.36764705882352944,-25,-4,0.02250530088329827,0.01155142179732959,1.5255,354950,-0.04041632873749667,1.4088475626938823e-4,0.9044,0
45500,Texarkana,TX,"Texarkana, TX",-82,180,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80%,"$3,907","$172,500","$3,099",140233,NA,285,274,-73,-32,19.230769,14.715719063545151,23.745819397993312,68.5,0.08730158730158721,5.5,-0.11612903225806448,-9,21.5,-0.14690341182332334,-0.14023344610284583,0.7046,211950,0.1161137440758293,0.08137755102040822,0.5401,0
10420,Akron,OH,"Akron, OH",-334,428,94,136,"190,469","199,110",−4.34%,61.9 sq mi,"3,077/sq mi",41°05′N 81°31′W﻿ / ﻿41.08°N 81.52°W﻿ / 41.08; -81.52﻿ (Akron),6.60%,30.00%,6.87%,-49.42%,6.98%,1.56%,"$3,390","$145,700","$2,271",195194,1088,74,125,-35,-85,54.347826,38.12709030100335,70.5685618729097,50,-0.03846153846153843,-2,0.01010101010101016,0.5,3,0.18221521158037657,-0.18462496948570264,1.2467,155000,0.03678929765886285,-0.01349915033636495,0.395,0
25980,Hinesville,GA,"Hinesville, GA",-149,237,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92%,"$2,006","$176,000","$1,623",179664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25500,Harrisonburg,VA,"Harrisonburg, VA",-177,247,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82%,"$1,779","$273,100","$2,234",276877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36780,Oshkosh,WI,"Oshkosh, WI",-44,79,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",202916,NA,235,51,-7,35,72.575251,47.491638795986624,97.65886287625418,46,-0.1785714285714286,-10,-0.29230769230769227,-19,-1,0.14740043514447598,0.048208907703988,2.0601,247400,-0.06606266515666293,-0.07306107156238295,0.6304,0
29180,Lafayette,LA,"Lafayette, LA",-388,393,5,234,"121,374","120,623",+0.62%,55.8 sq mi,"2,175/sq mi",30°12′N 92°01′W﻿ / ﻿30.20°N 92.02°W﻿ / 30.20; -92.02﻿ (Lafayette),NA,NA,NA,NA,NA,0.55%,"$1,187","$163,100",$890,187229,NA,107,299,-4,-6,7.023411,11.036789297658862,3.0100334448160537,72,-0.02702702702702697,-2,-0.08860759493670889,-7,25,0.03506616594716183,-0.02289232963316112,0.374,275000,0.03578154425612046,0.17021276595744683,0.7007,0
11500,Anniston,AL,"Anniston, AL",-73,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41%,$895,"$142,700",$587,136408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33220,Midland,MI,"Midland, MI",-13,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",204005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48140,Wausau,WI,"Wausau, WI",-71,57,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",212339,NA,295,158,26,41,48.327759,8.695652173913043,87.95986622073578,77.5,-0.09883720930232552,-8.5,-0.2051282051282052,-20,30.5,0.15574271270987494,0.16571218553841915,1.5265,325116,0.01789605510331871,0.6182976605276256,0.8284,1
48700,Williamsport,PA,"Williamsport, PA",-49,32,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58%,"$3,442","$180,200","$2,852",197149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18580,Corpus Christi,TX,"Corpus Christi, TX",-184,141,-43,59,"317,863","305,215",+4.14%,162.2 sq mi,"1,960/sq mi",27°45′N 97°10′W﻿ / ﻿27.75°N 97.17°W﻿ / 27.75; -97.17﻿ (Corpus Christi),6.50%,51.45%,44.74%,-20.28%,6.88%,1.80%,"$3,907","$172,500","$3,099",207351,NA,118,275,-10,-1,17.892977,23.745819397993312,12.040133779264217,60,-0.04761904761904767,-3,-0.16083916083916083,-11.5,13,0.0974324343112376,-0.01718246173213378,0.5644,339949.5,0.03328115501519746,0.13809675259457643,0.8662,0
13020,Bay City,MI,"Bay City, MI",-66,19,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",145727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43100,Sheboygan,WI,"Sheboygan, WI",-35,-17,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85%,"$4,027","$180,600","$3,344",199066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12980,Battle Creek,MI,"Battle Creek, MI",-85,32,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54%,"$3,343","$154,900","$2,381",167068,NA,298,270,-41,-47,20.401338,9.364548494983277,31.438127090301005,75.5,0.12686567164179108,8.5,-0.12209302325581396,-10.5,28.5,0.0257414098299491,-0.18849317400538268,0.8135,159950,0.05230263157894743,0.01587805652588114,0.4076,0
40340,Rochester,MN,"Rochester, MN",-31,-31,-62,233,"121,395","106,769",+13.70%,55.5 sq mi,"2,187/sq mi",44°01′N 92°28′W﻿ / ﻿44.01°N 92.47°W﻿ / 44.01; -92.47﻿ (Rochester),NA,NA,NA,NA,NA,1.12%,"$2,429","$223,900","$2,500",297554,NA,202,167,38,-20,46.822742,46.15384615384615,47.491638795986624,46.5,-0.2954545454545454,-19.5,-0.24390243902439024,-15,-0.5,0.13272308147394374,-0.10860638554476576,0.9898,387450,0.07624999999999993,0.22630163000474757,0.9873,0
